State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,
Missouri,10/30/2021,"3,268",10/23/2021,"15,027","2,592,561",0.58,
Missouri,11/6/2021,"3,988",10/30/2021,"19,090","2,592,561",0.74,
Montana,1/4/2020,"1,555",12/28/2019,"11,056","453,040",2.44,
Montana,1/11/2020,"1,755",1/4/2020,"11,756","454,298",2.59,
Montana,1/18/2020,"1,236",1/11/2020,"11,254","454,298",2.48,
Montana,1/25/2020,922,1/18/2020,"11,830","454,298",2.6,
Montana,2/1/2020,902,1/25/2020,"11,527","454,298",2.54,
Montana,2/8/2020,935,2/1/2020,"11,489","454,298",2.53,
Montana,2/15/2020,921,2/8/2020,"11,479","454,298",2.53,
Montana,2/22/2020,795,2/15/2020,"11,308","454,298",2.49,
Montana,2/29/2020,695,2/22/2020,"11,296","454,298",2.49,
Montana,3/7/2020,714,2/29/2020,"10,782","454,298",2.37,
Montana,3/14/2020,817,3/7/2020,"10,112","454,298",2.23,
Montana,3/21/2020,"15,349",3/14/2020,"9,818","454,298",2.16,
Montana,3/28/2020,"20,763",3/21/2020,"19,099","454,298",4.2,
Montana,4/4/2020,"21,244",3/28/2020,"36,819","454,298",8.1,
Montana,4/11/2020,"14,275",4/4/2020,"53,482","455,906",11.73,
Montana,4/18/2020,"11,176",4/11/2020,"65,073","455,906",14.27,
Montana,4/25/2020,"7,052",4/18/2020,"67,473","455,906",14.8,
Montana,5/2/2020,"4,596",4/25/2020,"63,134","455,906",13.85,
Montana,5/9/2020,"3,762",5/2/2020,"58,905","455,906",12.92,
Montana,5/16/2020,"3,660",5/9/2020,"53,786","455,906",11.8,
Montana,5/23/2020,"3,821",5/16/2020,"49,917","455,906",10.95,
Montana,5/30/2020,"3,054",5/23/2020,"48,506","455,906",10.64,
Montana,6/6/2020,"3,078",5/30/2020,"46,305","455,906",10.16,
Montana,6/13/2020,"3,157",6/6/2020,"44,298","455,906",9.72,
Montana,6/20/2020,"2,997",6/13/2020,"42,681","455,906",9.36,
Montana,6/27/2020,"2,695",6/20/2020,"41,027","455,906",9,
Montana,7/4/2020,"2,788",6/27/2020,"39,032","455,906",8.56,
Montana,7/11/2020,"2,990",7/4/2020,"39,084","457,148",8.55,
Montana,7/18/2020,"2,735",7/11/2020,"36,715","457,148",8.03,
Montana,7/25/2020,"2,388",7/18/2020,"34,702","457,148",7.59,
Montana,8/1/2020,"1,875",7/25/2020,"33,450","457,148",7.32,
Montana,8/8/2020,"1,642",8/1/2020,"27,583","457,148",6.03,
Montana,8/15/2020,"1,960",8/8/2020,"27,840","457,148",6.09,
Montana,8/22/2020,"2,320",8/15/2020,"26,318","457,148",5.76,
Montana,8/29/2020,"2,532",8/22/2020,"25,236","457,148",5.52,
Montana,9/5/2020,"2,911",8/29/2020,"24,177","457,148",5.29,
Montana,9/12/2020,"2,985",9/5/2020,"22,976","457,148",5.03,
Montana,9/19/2020,"3,221",9/12/2020,"22,380","457,148",4.9,
Montana,9/26/2020,"3,253",9/19/2020,"20,195","457,148",4.42,
Montana,10/3/2020,"3,472",9/26/2020,"19,354","457,148",4.23,
Montana,10/10/2020,"2,893",10/3/2020,"17,794","458,857",3.88,
Montana,10/17/2020,"2,469",10/10/2020,"16,146","458,857",3.52,
Montana,10/24/2020,"3,181",10/17/2020,"14,996","458,857",3.27,
Montana,10/31/2020,"2,955",10/24/2020,"15,248","458,857",3.32,
Montana,11/7/2020,"2,535",10/31/2020,"14,930","458,857",3.25,
Montana,11/14/2020,"2,813",11/7/2020,"14,048","458,857",3.06,
Montana,11/21/2020,"3,895",11/14/2020,"15,703","458,857",3.42,
Montana,11/28/2020,"3,633",11/21/2020,"15,841","458,857",3.45,
Montana,12/5/2020,"4,001",11/28/2020,"17,123","458,857",3.73,
Montana,12/12/2020,"2,782",12/5/2020,"16,629","458,857",3.62,
Montana,12/19/2020,"2,477",12/12/2020,"16,750","458,857",3.65,
Montana,12/26/2020,"2,537",12/19/2020,"15,800","458,857",3.44,
Montana,1/2/2021,"3,653",12/26/2020,"17,830","458,857",3.89,
Montana,1/9/2021,"3,094",1/2/2021,"18,422","449,236",4.1,
Montana,1/16/2021,"2,292",1/9/2021,"17,535","449,236",3.9,
Montana,1/23/2021,"2,183",1/16/2021,"17,859","449,236",3.98,
Montana,1/30/2021,"2,266",1/23/2021,"17,656","449,236",3.93,
Montana,2/6/2021,"2,158",1/30/2021,"17,525","449,236",3.9,
Montana,2/13/2021,"2,108",2/6/2021,"17,094","449,236",3.81,
Montana,2/20/2021,"1,619",2/13/2021,"17,268","449,236",3.84,
Montana,2/27/2021,"1,433",2/20/2021,"16,841","449,236",3.75,
Montana,3/6/2021,"1,463",2/27/2021,"16,172","449,236",3.6,
Montana,3/13/2021,"1,639",3/6/2021,"15,198","449,236",3.38,
Montana,3/20/2021,"2,124",3/13/2021,"14,041","449,236",3.13,
Montana,3/27/2021,"2,598",3/20/2021,"13,016","449,236",2.9,
Montana,4/3/2021,"2,413",3/27/2021,"12,357","449,236",2.75,
Montana,4/10/2021,"2,082",4/3/2021,"11,725","445,159",2.63,
Montana,4/17/2021,"1,846",4/10/2021,"11,055","445,159",2.48,
Montana,4/24/2021,"1,799",4/17/2021,"10,341","445,159",2.32,
Montana,5/1/2021,"1,484",4/24/2021,"10,267","445,159",2.31,
Montana,5/8/2021,"1,484",5/1/2021,"9,412","445,159",2.11,
Montana,5/15/2021,"1,171",5/8/2021,"8,938","445,159",2.01,
Montana,5/22/2021,"1,159",5/15/2021,"8,397","445,159",1.89,
Montana,5/29/2021,"1,221",5/22/2021,"8,306","445,159",1.87,
Montana,6/5/2021,"1,179",5/29/2021,"7,783","445,159",1.75,
Montana,6/12/2021,"1,404",6/5/2021,"7,681","445,159",1.73,
Montana,6/19/2021,"1,037",6/12/2021,"7,200","445,159",1.62,
Montana,6/26/2021,"1,034",6/19/2021,"7,222","445,159",1.62,
Montana,7/3/2021,"1,126",6/26/2021,"6,928","445,159",1.56,
Montana,7/10/2021,"1,123",7/3/2021,"6,954","443,309",1.57,
Montana,7/17/2021,775,7/10/2021,"6,815","443,309",1.54,
Montana,7/24/2021,716,7/17/2021,"6,295","443,309",1.42,
Montana,7/31/2021,727,7/24/2021,"5,840","443,309",1.32,
Montana,8/7/2021,713,7/31/2021,"5,554","443,309",1.25,
Montana,8/14/2021,690,8/7/2021,"5,170","443,309",1.17,
Montana,8/21/2021,730,8/14/2021,"4,846","443,309",1.09,
Montana,8/28/2021,743,8/21/2021,"4,503","443,309",1.02,
Montana,9/4/2021,778,8/28/2021,"4,116","443,309",0.93,
Montana,9/11/2021,698,9/4/2021,"3,841","443,309",0.87,
Montana,9/18/2021,750,9/11/2021,"3,779","443,309",0.85,
Montana,9/25/2021,689,9/18/2021,"3,490","443,309",0.79,
Montana,10/2/2021,848,9/25/2021,"3,305","443,309",0.75,
Montana,10/9/2021,"1,023",10/2/2021,"3,335","442,375",0.75,
Montana,10/16/2021,"1,028",10/9/2021,"3,257","442,375",0.74,
Montana,10/23/2021,"1,003",10/16/2021,"3,609","442,375",0.82,
Montana,10/30/2021,"1,116",10/23/2021,"3,604","442,375",0.81,
Montana,11/6/2021,"1,312",10/30/2021,"4,249","442,375",0.96,
North Carolina,1/4/2020,"3,508",12/28/2019,"20,848","4,362,309",0.48,
North Carolina,1/11/2020,"4,628",1/4/2020,"21,239","4,381,417",0.48,
North Carolina,1/18/2020,"4,217",1/11/2020,"22,247","4,381,417",0.51,
North Carolina,1/25/2020,"3,344",1/18/2020,"22,415","4,381,417",0.51,
North Carolina,2/1/2020,"3,611",1/25/2020,"22,342","4,381,417",0.51,
North Carolina,2/8/2020,"3,326",2/1/2020,"22,044","4,381,417",0.5,
North Carolina,2/15/2020,"3,094",2/8/2020,"21,972","4,381,417",0.5,
North Carolina,2/22/2020,"2,852",2/15/2020,"21,630","4,381,417",0.49,
North Carolina,2/29/2020,"1,767",2/22/2020,"21,188","4,381,417",0.48,
North Carolina,3/7/2020,"2,575",2/29/2020,"20,196","4,381,417",0.46,
North Carolina,3/14/2020,"3,533",3/7/2020,"19,683","4,381,417",0.45,
North Carolina,3/21/2020,"94,083",3/14/2020,"20,652","4,381,417",0.47,
North Carolina,3/28/2020,"172,145",3/21/2020,"75,220","4,381,417",1.72,
North Carolina,4/4/2020,"137,422",3/28/2020,"245,692","4,381,417",5.61,
North Carolina,4/11/2020,"140,155",4/4/2020,"362,989","4,402,750",8.24,
North Carolina,4/18/2020,"106,266",4/11/2020,"468,283","4,402,750",10.64,
North Carolina,4/25/2020,"98,941",4/18/2020,"555,039","4,402,750",12.61,
North Carolina,5/2/2020,"85,956",4/25/2020,"591,045","4,402,750",13.42,
North Carolina,5/9/2020,"57,354",5/2/2020,"619,809","4,402,750",14.08,
North Carolina,5/16/2020,"46,913",5/9/2020,"605,709","4,402,750",13.76,
North Carolina,5/23/2020,"44,202",5/16/2020,"564,068","4,402,750",12.81,
North Carolina,5/30/2020,"37,047",5/23/2020,"547,988","4,402,750",12.45,
North Carolina,6/6/2020,"33,865",5/30/2020,"537,652","4,402,750",12.21,
North Carolina,6/13/2020,"32,188",6/6/2020,"524,787","4,402,750",11.92,
North Carolina,6/20/2020,"29,199",6/13/2020,"529,343","4,402,750",12.02,
North Carolina,6/27/2020,"29,580",6/20/2020,"463,568","4,402,750",10.53,
North Carolina,7/4/2020,"27,937",6/27/2020,"412,353","4,402,750",9.37,
North Carolina,7/11/2020,"28,108",7/4/2020,"365,770","4,423,164",8.27,
North Carolina,7/18/2020,"29,204",7/11/2020,"327,363","4,423,164",7.4,
North Carolina,7/25/2020,"26,995",7/18/2020,"315,116","4,423,164",7.12,
North Carolina,8/1/2020,"16,503",7/25/2020,"283,907","4,423,164",6.42,
North Carolina,8/8/2020,"14,328",8/1/2020,"242,813","4,423,164",5.49,
North Carolina,8/15/2020,"17,388",8/8/2020,"218,265","4,423,164",4.93,
North Carolina,8/22/2020,"13,680",8/15/2020,"191,822","4,423,164",4.34,
North Carolina,8/29/2020,"13,297",8/22/2020,"178,019","4,423,164",4.02,
North Carolina,9/5/2020,"14,147",8/29/2020,"169,754","4,423,164",3.84,
North Carolina,9/12/2020,"13,437",9/5/2020,"151,318","4,423,164",3.42,
North Carolina,9/19/2020,"13,406",9/12/2020,"145,078","4,423,164",3.28,
North Carolina,9/26/2020,"12,627",9/19/2020,"134,154","4,423,164",3.03,
North Carolina,10/3/2020,"15,534",9/26/2020,"127,447","4,423,164",2.88,
North Carolina,10/10/2020,"13,172",10/3/2020,"108,833","4,437,138",2.45,
North Carolina,10/17/2020,"12,119",10/10/2020,"103,618","4,437,138",2.34,
North Carolina,10/24/2020,"9,903",10/17/2020,"96,919","4,437,138",2.18,
North Carolina,10/31/2020,"8,338",10/24/2020,"91,510","4,437,138",2.06,
North Carolina,11/7/2020,"8,291",10/31/2020,"88,288","4,437,138",1.99,
North Carolina,11/14/2020,"7,649",11/7/2020,"81,349","4,437,138",1.83,
North Carolina,11/21/2020,"8,588",11/14/2020,"75,341","4,437,138",1.7,
North Carolina,11/28/2020,"6,391",11/21/2020,"68,849","4,437,138",1.55,
North Carolina,12/5/2020,"9,950",11/28/2020,"73,457","4,437,138",1.66,
North Carolina,12/12/2020,"9,654",12/5/2020,"69,270","4,437,138",1.56,
North Carolina,12/19/2020,"9,368",12/12/2020,"68,546","4,437,138",1.54,
North Carolina,12/26/2020,"8,718",12/19/2020,"81,682","4,437,138",1.84,
North Carolina,1/2/2021,"13,331",12/26/2020,"89,230","4,437,138",2.01,
North Carolina,1/9/2021,"15,722",1/2/2021,"66,370","4,333,519",1.53,
North Carolina,1/16/2021,"14,117",1/9/2021,"64,484","4,333,519",1.49,
North Carolina,1/23/2021,"13,518",1/16/2021,"67,472","4,333,519",1.56,
North Carolina,1/30/2021,"13,352",1/23/2021,"70,952","4,333,519",1.64,
North Carolina,2/6/2021,"12,694",1/30/2021,"71,727","4,333,519",1.66,
North Carolina,2/13/2021,"9,350",2/6/2021,"69,713","4,333,519",1.61,
North Carolina,2/20/2021,"8,474",2/13/2021,"66,221","4,333,519",1.53,
North Carolina,2/27/2021,"7,971",2/20/2021,"63,209","4,333,519",1.46,
North Carolina,3/6/2021,"8,155",2/27/2021,"59,197","4,333,519",1.37,
North Carolina,3/13/2021,"8,305",3/6/2021,"57,132","4,333,519",1.32,
North Carolina,3/20/2021,"7,170",3/13/2021,"51,921","4,333,519",1.2,
North Carolina,3/27/2021,"6,934",3/20/2021,"54,891","4,333,519",1.27,
North Carolina,4/3/2021,"7,777",3/27/2021,"54,414","4,333,519",1.26,
North Carolina,4/10/2021,"7,998",4/3/2021,"47,347","4,275,918",1.11,
North Carolina,4/17/2021,"8,711",4/10/2021,"47,083","4,275,918",1.1,
North Carolina,4/24/2021,"10,109",4/17/2021,"49,486","4,275,918",1.16,
North Carolina,5/1/2021,"7,051",4/24/2021,"48,704","4,275,918",1.14,
North Carolina,5/8/2021,"7,333",5/1/2021,"48,322","4,275,918",1.13,
North Carolina,5/15/2021,"7,137",5/8/2021,"47,656","4,275,918",1.11,
North Carolina,5/22/2021,"6,437",5/15/2021,"47,671","4,275,918",1.11,
North Carolina,5/29/2021,"5,932",5/22/2021,"47,290","4,275,918",1.11,
North Carolina,6/5/2021,"5,150",5/29/2021,"45,923","4,275,918",1.07,
North Carolina,6/12/2021,"4,665",6/5/2021,"44,214","4,275,918",1.03,
North Carolina,6/19/2021,"4,604",6/12/2021,"42,871","4,275,918",1,
North Carolina,6/26/2021,"4,538",6/19/2021,"41,244","4,275,918",0.96,
North Carolina,7/3/2021,"4,879",6/26/2021,"40,411","4,275,918",0.95,
North Carolina,7/10/2021,"5,355",7/3/2021,"38,991","4,242,185",0.92,
North Carolina,7/17/2021,"5,169",7/10/2021,"39,963","4,242,185",0.94,
North Carolina,7/24/2021,"4,876",7/17/2021,"39,517","4,242,185",0.93,
North Carolina,7/31/2021,"5,424",7/24/2021,"39,256","4,242,185",0.93,
North Carolina,8/7/2021,"5,562",7/31/2021,"37,760","4,242,185",0.89,
North Carolina,8/14/2021,"5,045",8/7/2021,"36,703","4,242,185",0.87,
North Carolina,8/21/2021,"5,206",8/14/2021,"35,531","4,242,185",0.84,
North Carolina,8/28/2021,"4,950",8/21/2021,"34,309","4,242,185",0.81,
North Carolina,9/4/2021,"5,050",8/28/2021,"33,611","4,242,185",0.79,
North Carolina,9/11/2021,"4,210",9/4/2021,"30,140","4,242,185",0.71,
North Carolina,9/18/2021,"3,610",9/11/2021,"37,490","4,242,185",0.88,
North Carolina,9/25/2021,"3,920",9/18/2021,"34,670","4,242,185",0.82,
North Carolina,10/2/2021,"3,999",9/25/2021,"32,325","4,242,185",0.76,
North Carolina,10/9/2021,"4,473",10/2/2021,"30,210","4,218,142",0.72,
North Carolina,10/16/2021,"3,885",10/9/2021,"28,334","4,218,142",0.67,
North Carolina,10/23/2021,"3,520",10/16/2021,"26,079","4,218,142",0.62,
North Carolina,10/30/2021,"3,718",10/23/2021,"24,653","4,218,142",0.58,
North Carolina,11/6/2021,"4,127",10/30/2021,"25,192","4,218,142",0.6,
North Dakota,1/4/2020,836,12/28/2019,"5,785","409,901",1.41,
North Dakota,1/11/2020,"1,530",1/4/2020,"6,171","411,624",1.5,
North Dakota,1/18/2020,785,1/11/2020,"6,809","411,624",1.65,
North Dakota,1/25/2020,543,1/18/2020,"7,179","411,624",1.74,
North Dakota,2/1/2020,447,1/25/2020,"6,782","411,624",1.65,
North Dakota,2/8/2020,526,2/1/2020,"6,838","411,624",1.66,
North Dakota,2/15/2020,457,2/8/2020,"6,924","411,624",1.68,
North Dakota,2/22/2020,435,2/15/2020,"6,886","411,624",1.67,
North Dakota,2/29/2020,363,2/22/2020,"6,795","411,624",1.65,
North Dakota,3/7/2020,423,2/29/2020,"6,543","411,624",1.59,
North Dakota,3/14/2020,415,3/7/2020,"6,349","411,624",1.54,
North Dakota,3/21/2020,"5,662",3/14/2020,"6,169","411,624",1.5,
North Dakota,3/28/2020,"11,818",3/21/2020,"8,534","411,624",2.07,
North Dakota,4/4/2020,"15,125",3/28/2020,"16,036","411,624",3.9,
North Dakota,4/11/2020,"9,502",4/4/2020,"24,554","412,797",5.95,
North Dakota,4/18/2020,"8,065",4/11/2020,"33,563","412,797",8.13,
North Dakota,4/25/2020,"6,274",4/18/2020,"35,513","412,797",8.6,
North Dakota,5/2/2020,"4,044",4/25/2020,"35,827","412,797",8.68,
North Dakota,5/9/2020,"2,753",5/2/2020,"35,921","412,797",8.7,
North Dakota,5/16/2020,"2,619",5/9/2020,"32,399","412,797",7.85,
North Dakota,5/23/2020,"2,978",5/16/2020,"31,100","412,797",7.53,
North Dakota,5/30/2020,"2,315",5/23/2020,"30,806","412,797",7.46,
North Dakota,6/6/2020,"2,252",5/30/2020,"29,855","412,797",7.23,
North Dakota,6/13/2020,"2,073",6/6/2020,"29,103","412,797",7.05,
North Dakota,6/20/2020,"1,821",6/13/2020,"28,736","412,797",6.96,
North Dakota,6/27/2020,"1,511",6/20/2020,"28,446","412,797",6.89,
North Dakota,7/4/2020,"1,720",6/27/2020,"27,021","412,797",6.55,
North Dakota,7/11/2020,"1,532",7/4/2020,"27,625","413,529",6.68,
North Dakota,7/18/2020,"1,915",7/11/2020,"25,974","413,529",6.28,
North Dakota,7/25/2020,"1,203",7/18/2020,"24,988","413,529",6.04,
North Dakota,8/1/2020,979,7/25/2020,"23,739","413,529",5.74,
North Dakota,8/8/2020,776,8/1/2020,"20,483","413,529",4.95,
North Dakota,8/15/2020,855,8/8/2020,"18,072","413,529",4.37,
North Dakota,8/22/2020,720,8/15/2020,"16,327","413,529",3.95,
North Dakota,8/29/2020,804,8/22/2020,"14,910","413,529",3.61,
North Dakota,9/5/2020,947,8/29/2020,"13,723","413,529",3.32,
North Dakota,9/12/2020,719,9/5/2020,"12,798","413,529",3.09,
North Dakota,9/19/2020,792,9/12/2020,"12,120","413,529",2.93,
North Dakota,9/26/2020,856,9/19/2020,"11,388","413,529",2.75,
North Dakota,10/3/2020,841,9/26/2020,"10,275","413,529",2.48,
North Dakota,10/10/2020,"1,045",10/3/2020,"9,107","413,795",2.2,
North Dakota,10/17/2020,"1,043",10/10/2020,"8,065","413,795",1.95,
North Dakota,10/24/2020,"1,223",10/17/2020,"7,297","413,795",1.76,
North Dakota,10/31/2020,"1,265",10/24/2020,"7,061","413,795",1.71,
North Dakota,11/7/2020,"1,238",10/31/2020,"6,732","413,795",1.63,
North Dakota,11/14/2020,"1,577",11/7/2020,"6,620","413,795",1.6,
North Dakota,11/21/2020,"1,765",11/14/2020,"7,039","413,795",1.7,
North Dakota,11/28/2020,"1,613",11/21/2020,"7,009","413,795",1.69,
North Dakota,12/5/2020,"1,709",11/28/2020,"7,665","413,795",1.85,
North Dakota,12/12/2020,"1,586",12/5/2020,"7,756","413,795",1.87,
North Dakota,12/19/2020,"1,037",12/12/2020,"7,480","413,795",1.81,
North Dakota,12/26/2020,"1,240",12/19/2020,"5,831","413,795",1.41,
North Dakota,1/2/2021,"1,442",12/26/2020,"8,274","413,795",2,
North Dakota,1/9/2021,"1,946",1/2/2021,"8,579","402,385",2.13,
North Dakota,1/16/2021,"1,901",1/9/2021,"9,196","402,385",2.29,
North Dakota,1/23/2021,"1,266",1/16/2021,"9,294","402,385",2.31,
North Dakota,1/30/2021,"1,304",1/23/2021,"9,554","402,385",2.37,
North Dakota,2/6/2021,"1,154",1/30/2021,"9,690","402,385",2.41,
North Dakota,2/13/2021,983,2/6/2021,"9,743","402,385",2.42,
North Dakota,2/20/2021,858,2/13/2021,"9,873","402,385",2.45,
North Dakota,2/27/2021,638,2/20/2021,"9,762","402,385",2.43,
North Dakota,3/6/2021,581,2/27/2021,"9,151","402,385",2.27,
North Dakota,3/13/2021,611,3/6/2021,"8,768","402,385",2.18,
North Dakota,3/20/2021,678,3/13/2021,"8,369","402,385",2.08,
North Dakota,3/27/2021,868,3/20/2021,"7,926","402,385",1.97,
North Dakota,4/3/2021,821,3/27/2021,"7,495","402,385",1.86,
North Dakota,4/10/2021,"2,047",4/3/2021,"6,849","394,260",1.74,
North Dakota,4/17/2021,"1,794",4/10/2021,"5,979","394,260",1.52,
North Dakota,4/24/2021,"1,195",4/17/2021,"5,446","394,260",1.38,
North Dakota,5/1/2021,770,4/24/2021,"4,626","394,260",1.17,
North Dakota,5/8/2021,670,5/1/2021,"4,092","394,260",1.04,
North Dakota,5/15/2021,610,5/8/2021,"3,822","394,260",0.97,
North Dakota,5/22/2021,526,5/15/2021,"3,552","394,260",0.9,
North Dakota,5/29/2021,501,5/22/2021,"3,440","394,260",0.87,
North Dakota,6/5/2021,527,5/29/2021,"3,368","394,260",0.85,
North Dakota,6/12/2021,490,6/5/2021,"3,453","394,260",0.88,
North Dakota,6/19/2021,313,6/12/2021,"3,307","394,260",0.84,
North Dakota,6/26/2021,408,6/19/2021,"3,036","394,260",0.77,
North Dakota,7/3/2021,631,6/26/2021,"3,151","394,260",0.8,
North Dakota,7/10/2021,528,7/3/2021,"3,326","386,624",0.86,
North Dakota,7/17/2021,332,7/10/2021,"3,203","386,624",0.83,
North Dakota,7/24/2021,281,7/17/2021,"2,845","386,624",0.74,
North Dakota,7/31/2021,274,7/24/2021,"2,773","386,624",0.72,
North Dakota,8/7/2021,318,7/31/2021,"2,622","386,624",0.68,
North Dakota,8/14/2021,275,8/7/2021,"2,563","386,624",0.66,
North Dakota,8/21/2021,259,8/14/2021,"2,432","386,624",0.63,
North Dakota,8/28/2021,276,8/21/2021,"2,229","386,624",0.58,
North Dakota,9/4/2021,301,8/28/2021,"1,963","386,624",0.51,
North Dakota,9/11/2021,183,9/4/2021,"1,826","386,624",0.47,
North Dakota,9/18/2021,225,9/11/2021,"1,697","386,624",0.44,
North Dakota,9/25/2021,244,9/18/2021,"1,531","386,624",0.4,
North Dakota,10/2/2021,251,9/25/2021,"1,394","386,624",0.36,
North Dakota,10/9/2021,300,10/2/2021,"1,362","379,783",0.36,
North Dakota,10/16/2021,290,10/9/2021,"1,283","379,783",0.34,
North Dakota,10/23/2021,269,10/16/2021,"1,299","379,783",0.34,
North Dakota,10/30/2021,291,10/23/2021,"1,275","379,783",0.34,
North Dakota,11/6/2021,404,10/30/2021,"1,405","379,783",0.37,
Nebraska,1/4/2020,"1,099",12/28/2019,"5,165","963,465",0.54,
Nebraska,1/11/2020,"1,256",1/4/2020,"7,611","962,725",0.79,
Nebraska,1/18/2020,"1,076",1/11/2020,"6,980","962,725",0.73,
Nebraska,1/25/2020,"1,051",1/18/2020,"7,093","962,725",0.74,
Nebraska,2/1/2020,851,1/25/2020,"7,165","962,725",0.74,
Nebraska,2/8/2020,730,2/1/2020,"7,024","962,725",0.73,
Nebraska,2/15/2020,576,2/8/2020,"6,956","962,725",0.72,
Nebraska,2/22/2020,506,2/15/2020,"6,805","962,725",0.71,
Nebraska,2/29/2020,522,2/22/2020,"6,806","962,725",0.71,
Nebraska,3/7/2020,530,2/29/2020,"6,207","962,725",0.64,
Nebraska,3/14/2020,819,3/7/2020,"5,608","962,725",0.58,
Nebraska,3/21/2020,"15,861",3/14/2020,"5,508","962,725",0.57,
Nebraska,3/28/2020,"25,033",3/21/2020,"16,762","962,725",1.74,
Nebraska,4/4/2020,"27,333",3/28/2020,"38,964","962,725",4.05,
Nebraska,4/11/2020,"16,531",4/4/2020,"60,645","963,512",6.29,
Nebraska,4/18/2020,"12,404",4/11/2020,"72,316","963,512",7.51,
Nebraska,4/25/2020,"6,646",4/18/2020,"77,900","963,512",8.09,
Nebraska,5/2/2020,"5,489",4/25/2020,"67,500","963,512",7.01,
Nebraska,5/9/2020,"5,619",5/2/2020,"68,027","963,512",7.06,
Nebraska,5/16/2020,"5,066",5/9/2020,"62,885","963,512",6.53,
Nebraska,5/23/2020,"5,025",5/16/2020,"62,306","963,512",6.47,
Nebraska,5/30/2020,"4,272",5/23/2020,"60,938","963,512",6.32,
Nebraska,6/6/2020,"3,973",5/30/2020,"60,466","963,512",6.28,
Nebraska,6/13/2020,"4,119",6/6/2020,"57,359","963,512",5.95,
Nebraska,6/20/2020,"3,455",6/13/2020,"57,701","963,512",5.99,
Nebraska,6/27/2020,"3,278",6/20/2020,"56,876","963,512",5.9,
Nebraska,7/4/2020,"4,940",6/27/2020,"57,114","963,512",5.93,
Nebraska,7/11/2020,"6,994",7/4/2020,"56,955","964,840",5.9,
Nebraska,7/18/2020,"2,997",7/11/2020,"53,171","964,840",5.51,
Nebraska,7/25/2020,"2,340",7/18/2020,"47,330","964,840",4.91,
Nebraska,8/1/2020,"1,974",7/25/2020,"45,587","964,840",4.72,
Nebraska,8/8/2020,"1,739",8/1/2020,"39,137","964,840",4.06,
Nebraska,8/15/2020,"2,278",8/8/2020,"32,104","964,840",3.33,
Nebraska,8/22/2020,"1,907",8/15/2020,"30,161","964,840",3.13,
Nebraska,8/29/2020,"1,636",8/22/2020,"26,244","964,840",2.72,
Nebraska,9/5/2020,"1,662",8/29/2020,"25,485","964,840",2.64,
Nebraska,9/12/2020,"1,650",9/5/2020,"22,609","964,840",2.34,
Nebraska,9/19/2020,"1,681",9/12/2020,"21,556","964,840",2.23,
Nebraska,9/26/2020,"1,480",9/19/2020,"19,875","964,840",2.06,
Nebraska,10/3/2020,"1,665",9/26/2020,"18,480","964,840",1.92,
Nebraska,10/10/2020,"1,628",10/3/2020,"16,417","966,634",1.7,
Nebraska,10/17/2020,"1,598",10/10/2020,"14,895","966,634",1.54,
Nebraska,10/24/2020,"1,548",10/17/2020,"13,738","966,634",1.42,
Nebraska,10/31/2020,"1,591",10/24/2020,"13,956","966,634",1.44,
Nebraska,11/7/2020,"1,626",10/31/2020,"12,492","966,634",1.29,
Nebraska,11/14/2020,"1,871",11/7/2020,"12,117","966,634",1.25,
Nebraska,11/21/2020,"2,033",11/14/2020,"11,923","966,634",1.23,
Nebraska,11/28/2020,"1,877",11/21/2020,"11,308","966,634",1.17,
Nebraska,12/5/2020,"2,464",11/28/2020,"12,530","966,634",1.3,
Nebraska,12/12/2020,"2,233",12/5/2020,"11,991","966,634",1.24,
Nebraska,12/19/2020,"2,509",12/12/2020,"12,295","966,634",1.27,
Nebraska,12/26/2020,"2,594",12/19/2020,"12,422","966,634",1.29,
Nebraska,1/2/2021,"3,630",12/26/2020,"14,163","966,634",1.47,
Nebraska,1/9/2021,"5,214",1/2/2021,"14,791","966,482",1.53,
Nebraska,1/16/2021,"3,118",1/9/2021,"16,501","966,482",1.71,
Nebraska,1/23/2021,"3,021",1/16/2021,"16,646","966,482",1.72,
Nebraska,1/30/2021,"2,699",1/23/2021,"16,909","966,482",1.75,
Nebraska,2/6/2021,"2,473",1/30/2021,"16,654","966,482",1.72,
Nebraska,2/13/2021,"2,288",2/6/2021,"15,802","966,482",1.64,
Nebraska,2/20/2021,"1,973",2/13/2021,"15,960","966,482",1.65,
Nebraska,2/27/2021,"1,718",2/20/2021,"15,735","966,482",1.63,
Nebraska,3/6/2021,"1,551",2/27/2021,"14,438","966,482",1.49,
Nebraska,3/13/2021,"1,548",3/6/2021,"13,464","966,482",1.39,
Nebraska,3/20/2021,"1,626",3/13/2021,"12,925","966,482",1.34,
Nebraska,3/27/2021,"1,881",3/20/2021,"11,937","966,482",1.24,
Nebraska,4/3/2021,"1,998",3/27/2021,"11,366","966,482",1.18,
Nebraska,4/10/2021,"1,931",4/3/2021,"9,483","938,259",1.01,
Nebraska,4/17/2021,"1,519",4/10/2021,"8,429","938,259",0.9,
Nebraska,4/24/2021,"1,357",4/17/2021,"8,044","938,259",0.86,
Nebraska,5/1/2021,"1,409",4/24/2021,"8,421","938,259",0.9,
Nebraska,5/8/2021,"1,494",5/1/2021,"6,970","938,259",0.74,
